path,label,drop_flag
./img/0.jpg,"[1, 0, 0]",
./img/1.jpg,"[1, 1, 0]",
./img/2.jpg,"[1, 1, 0]",
./img/3.jpg,"[1, 0, 0]",
./img/4.jpg,"[1, 0, 0]",
./img/5.jpg,"[1, 1, 0]",
./img/6.jpg,"[1, 0, 0]",
./img/7.jpg,"[1, 0, 1]",
./img/8.jpg,"[1, 0, 0]",
./img/9.jpg,"[1, 0, 0]",
./img/10.jpg,"[1, 0, 0]",
./img/11.jpg,"[1, 0, 0]",
./img/12.jpg,"[1, 0, 1]",
./img/13.jpg,"[1, 0, 0]",
./img/14.jpg,"[1, 0, 0]",
./img/15.jpg,"[1, 0, 0]",
./img/16.jpg,"[1, 0, 0]",
./img/17.jpg,"[1, 1, 0]",
./img/18.jpg,"[1, 0, 0]",
./img/19.jpg,"[1, 0, 0]",
./img/20.jpg,"[1, 0, 0]",
./img/21.jpg,"[1, 0, 1]",
./img/22.jpg,"[1, 0, 0]",
./img/23.jpg,"[1, 1, 0]",
./img/24.jpg,"[1, 0, 0]",
./img/25.jpg,"[1, 0, 0]",
./img/26.jpg,"[1, 0, 0]",
./img/27.jpg,"[1, 0, 0]",
./img/28.jpg,"[1, 0, 0]",
./img/29.jpg,"[1, 0, 0]",
./img/30.jpg,"[1, 0, 0]",
./img/31.jpg,"[1, 0, 0]",
./img/32.jpg,"[1, 0, 0]",
./img/33.jpg,"[1, 0, 0]",
./img/34.jpg,"[1, 0, 0]",
./img/35.jpg,"[1, 0, 0]",
./img/36.jpg,"[1, 0, 1]",
./img/37.jpg,"[1, 1, 0]",
./img/38.jpg,"[1, 0, 0]",
./img/39.jpg,"[1, 0, 0]",
./img/40.jpg,"[1, 0, 0]",
./img/41.jpg,"[1, 0, 0]",
./img/42.jpg,"[1, 1, 0]",
./img/43.jpg,"[1, 0, 1]",
./img/44.jpg,"[1, 0, 0]",
./img/45.jpg,"[1, 1, 0]",
./img/46.jpg,"[1, 0, 0]",
./img/47.jpg,"[1, 0, 0]",
./img/48.jpg,"[1, 0, 0]",
./img/49.jpg,"[1, 0, 0]",
./img/50.jpg,"[1, 1, 0]",
./img/51.jpg,"[1, 1, 0]",
./img/52.jpg,"[1, 1, 0]",
./img/53.jpg,"[1, 0, 0]",
./img/54.jpg,"[1, 0, 0]",
./img/55.jpg,"[1, 1, 0]",
./img/56.jpg,"[1, 1, 0]",
./img/57.jpg,"[1, 0, 0]",
./img/58.jpg,"[1, 0, 0]",
./img/59.jpg,"[1, 0, 0]",
./img/60.jpg,"[1, 1, 0]",
./img/61.jpg,"[1, 0, 0]",
./img/62.jpg,"[1, 0, 0]",
./img/63.jpg,"[1, 0, 0]",
./img/64.jpg,"[1, 1, 0]",
./img/65.jpg,"[1, 0, 0]",
./img/66.jpg,"[1, 0, 0]",
./img/67.jpg,"[1, 0, 0]",
./img/68.jpg,"[1, 0, 0]",
./img/69.jpg,"[1, 1, 0]",
./img/70.jpg,"[1, 0, 0]",
./img/71.jpg,"[1, 0, 0]",
./img/72.jpg,"[1, 0, 0]",
./img/73.jpg,"[0, 1, 0]",
./img/74.jpg,"[1, 1, 0]",
./img/75.jpg,"[1, 0, 0]",
./img/76.jpg,"[1, 1, 0]",
./img/77.jpg,"[1, 1, 1]",
./img/78.jpg,"[1, 0, 0]",
./img/79.jpg,"[1, 1, 0]",
./img/80.jpg,"[1, 0, 1]",
./img/81.jpg,"[1, 0, 0]",
./img/82.jpg,"[1, 1, 0]",
./img/83.jpg,"[1, 0, 0]",
./img/84.jpg,"[1, 0, 0]",
./img/85.jpg,"[1, 0, 0]",
./img/86.jpg,"[1, 0, 0]",
./img/87.jpg,"[1, 0, 0]",
./img/88.jpg,"[1, 0, 1]",
./img/89.jpg,"[1, 0, 0]",
./img/90.jpg,"[1, 0, 0]",
./img/91.jpg,"[1, 0, 0]",
./img/92.jpg,"[1, 0, 0]",
./img/93.jpg,"[1, 1, 0]",
./img/94.jpg,"[1, 0, 0]",
./img/95.jpg,"[1, 0, 0]",
./img/96.jpg,"[0, 0, 1]",
./img/98.jpg,"[1, 1, 0]",
./img/99.jpg,"[1, 0, 0]",
./img/100.jpg,"[1, 1, 0]",
./img/101.jpg,"[1, 0, 0]",
./img/102.jpg,"[1, 0, 0]",
./img/103.jpg,"[1, 1, 0]",
./img/105.jpg,"[1, 1, 0]",
./img/106.jpg,"[1, 0, 0]",
./img/107.jpg,"[1, 0, 0]",
./img/108.jpg,"[0, 1, 0]",
./img/109.jpg,"[1, 0, 0]",
./img/110.jpg,"[1, 0, 0]",
./img/111.jpg,"[1, 0, 0]",
./img/112.jpg,"[1, 1, 0]",
./img/113.jpg,"[1, 0, 0]",
./img/114.jpg,"[1, 1, 0]",
./img/115.jpg,"[1, 1, 0]",
./img/116.jpg,"[1, 0, 0]",
./img/117.jpg,"[1, 0, 0]",
./img/118.jpg,"[1, 0, 0]",
./img/119.jpg,"[1, 0, 0]",
./img/120.jpg,"[1, 0, 0]",
./img/121.jpg,"[1, 0, 0]",
./img/122.jpg,"[1, 1, 0]",
./img/123.jpg,"[1, 0, 0]",
./img/124.jpg,"[1, 0, 0]",
./img/125.jpg,"[1, 1, 0]",
./img/126.jpg,"[1, 1, 0]",
./img/127.jpg,"[1, 0, 0]",
./img/128.jpg,"[1, 1, 0]",
./img/129.jpg,"[1, 0, 0]",
./img/130.jpg,"[1, 0, 0]",
./img/131.jpg,"[1, 0, 0]",
./img/132.jpg,"[1, 1, 0]",
./img/133.jpg,"[1, 1, 0]",
./img/134.jpg,"[1, 1, 0]",
./img/135.jpg,"[1, 1, 0]",
./img/136.jpg,"[1, 0, 0]",
./img/137.jpg,"[1, 1, 0]",
./img/138.jpg,"[1, 0, 0]",
./img/139.jpg,"[1, 1, 0]",
./img/140.jpg,"[1, 1, 0]",
./img/141.jpg,"[1, 1, 0]",
./img/142.jpg,"[1, 1, 0]",
./img/143.jpg,"[1, 1, 0]",
./img/145.jpg,"[1, 0, 0]",
./img/146.jpg,"[1, 1, 0]",
./img/147.jpg,"[1, 0, 0]",
./img/148.jpg,"[1, 0, 0]",
./img/149.jpg,"[1, 0, 0]",
./img/150.jpg,"[1, 0, 0]",
./img/151.jpg,"[1, 1, 0]",
./img/152.jpg,"[1, 0, 0]",
./img/153.jpg,"[1, 0, 0]",
./img/154.jpg,"[1, 0, 1]",
./img/155.jpg,"[1, 1, 1]",
./img/156.jpg,"[1, 1, 0]",
./img/157.jpg,"[1, 0, 0]",
./img/158.jpg,"[1, 0, 0]",
./img/159.jpg,"[1, 0, 0]",
./img/160.jpg,"[1, 1, 0]",
./img/161.jpg,"[1, 1, 1]",
./img/162.jpg,"[1, 0, 0]",
./img/163.jpg,"[1, 0, 0]",
./img/164.jpg,"[1, 0, 0]",
./img/165.jpg,"[1, 1, 0]",
./img/166.jpg,"[1, 1, 1]",
./img/167.jpg,"[1, 1, 0]",
./img/168.jpg,"[1, 1, 1]",
./img/169.jpg,"[1, 0, 0]",
./img/170.jpg,"[1, 0, 0]",
./img/171.jpg,"[1, 0, 0]",
./img/172.jpg,"[1, 1, 1]",
./img/173.jpg,"[1, 1, 0]",
./img/174.jpg,"[1, 0, 0]",
./img/175.jpg,"[1, 1, 0]",
./img/176.jpg,"[1, 1, 1]",
./img/177.jpg,"[1, 1, 1]",
./img/178.jpg,"[1, 0, 0]",
./img/179.jpg,"[1, 1, 0]",
./img/180.jpg,"[1, 0, 0]",
./img/181.jpg,"[1, 1, 0]",
./img/182.jpg,"[1, 0, 0]",
./img/183.jpg,"[1, 0, 0]",
./img/184.jpg,"[1, 0, 0]",
./img/185.jpg,"[1, 1, 0]",
./img/186.jpg,"[1, 0, 0]",
./img/187.jpg,"[1, 1, 1]",
./img/188.jpg,"[1, 0, 0]",
./img/189.jpg,"[1, 1, 1]",
./img/190.jpg,"[1, 0, 0]",
./img/191.jpg,"[1, 1, 1]",
./img/192.jpg,"[1, 0, 0]",
./img/194.jpg,"[1, 1, 0]",
./img/195.jpg,"[1, 1, 1]",
./img/196.jpg,"[1, 1, 0]",
./img/197.jpg,"[1, 0, 0]",
./img/198.jpg,"[1, 1, 1]",
./img/199.jpg,"[1, 0, 0]",
./img/200.jpg,"[0, 1, 1]",
./img/201.jpg,"[1, 1, 0]",
./img/202.jpg,"[1, 0, 0]",
./img/203.jpg,"[1, 1, 0]",
./img/204.jpg,"[1, 0, 0]",
./img/205.jpg,"[1, 0, 0]",
./img/206.jpg,"[1, 1, 0]",
./img/207.jpg,"[1, 1, 1]",
./img/208.jpg,"[1, 0, 0]",
./img/209.jpg,"[1, 1, 0]",
./img/210.jpg,"[1, 1, 0]",
./img/211.jpg,"[1, 0, 0]",
./img/212.jpg,"[1, 0, 0]",
./img/213.jpg,"[1, 0, 0]",
./img/214.jpg,"[1, 0, 0]",
./img/215.jpg,"[1, 1, 0]",
./img/216.jpg,"[1, 0, 0]",
./img/217.jpg,"[1, 1, 0]",
./img/218.jpg,"[1, 0, 0]",
./img/219.jpg,"[1, 1, 0]",
./img/220.jpg,"[1, 0, 0]",
./img/221.jpg,"[1, 1, 0]",
./img/222.jpg,"[1, 0, 0]",
./img/223.jpg,"[1, 0, 0]",
./img/224.jpg,"[1, 1, 0]",
./img/225.jpg,"[1, 0, 0]",
./img/226.jpg,"[1, 1, 0]",
./img/227.jpg,"[1, 0, 0]",
./img/228.jpg,"[1, 1, 0]",
./img/229.jpg,"[1, 1, 1]",
./img/230.jpg,"[1, 1, 0]",
./img/231.jpg,"[1, 1, 0]",
./img/232.jpg,"[1, 1, 0]",
./img/233.jpg,"[1, 0, 0]",
./img/234.jpg,"[1, 1, 0]",
./img/235.jpg,"[1, 0, 0]",
./img/236.jpg,"[1, 1, 0]",
./img/237.jpg,"[1, 0, 0]",
./img/238.jpg,"[1, 1, 0]",
./img/239.jpg,"[1, 1, 0]",
./img/240.jpg,"[1, 0, 0]",
./img/241.jpg,"[1, 0, 0]",
./img/242.jpg,"[1, 0, 0]",
./img/243.jpg,"[1, 0, 0]",
./img/246.jpg,"[1, 0, 0]",
./img/247.jpg,"[1, 0, 0]",
./img/248.jpg,"[1, 0, 0]",
